Transaction_ID,Age,Gender,Country,Loyalty_Member,Purpose_of_Travel,Booking_Channel,Number_Previous_Stays,Lead_Time_Days,Length_of_Stay,Room_Type,Check_in_Month,Number_Guests,Avg_Daily_Rate,Preferred_Amenities,Special_Requests,Services_Used,Basket_Items,Overall_Satisfaction,Would_Recommend,Total_Revenue,Room_Demand_Indicator,Upselling_Success
T100388,49,Female,USA,Yes,Business,App,7,9,5,Deluxe,Dec,2,252.46,WiFi;Pool;Gym;Breakfast,None,Room service;Laundry;Spa;Gym;Breakfast,"[Room service, Laundry, Spa, Gym, Breakfast]",4,Yes,1512.3,1,Yes
T100389,31,Male,Canada,Yes,Business,Agent,6,4,3,Standard,Nov,2,108.8,WiFi;Breakfast;Restaurant;Parking,High floor,Room service;Spa;Gym;Mini-bar;Breakfast,"[Room service, Spa, Gym, Mini-bar, Breakfast]",3,No,536.4,0,No
T100390,27,Female,Canada,No,Leisure,App,2,25,5,Deluxe,Aug,3,235.19,WiFi;Pool;Gym;Parking,None,Mini-bar,[Mini-bar],3,No,1215.95,1,No
T100391,43,Male,India,No,Business,Website,0,23,6,Standard,Apr,1,131.66,WiFi;Pool;Gym;Breakfast;Restaurant,Early check-in,Restaurant;Breakfast,"[Restaurant, Breakfast]",2,No,869.96,0,No
T100392,22,Male,UAE,No,Business,Website,0,4,4,Standard,Aug,1,152.5,WiFi;Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",2,Yes,810.0,1,No
T100393,59,Female,India,No,Business,Agent,1,8,3,Standard,Sep,1,126.01,WiFi;Pool;Gym;Parking,None,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,688.03,0,Yes
T100394,52,Male,Germany,Yes,Other,App,5,5,4,Suite,May,2,381.98,WiFi;Pool;Restaurant;Parking,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,Yes,1707.92,0,Yes
T100395,32,Female,France,No,Other,Agent,1,29,7,Deluxe,Apr,3,205.67,WiFi;Breakfast,High floor,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",2,Yes,1569.69,0,No
T100396,18,Female,Canada,Yes,Leisure,App,8,58,7,Standard,Jun,2,143.96,Pool;Gym;Breakfast,None,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",3,Yes,1117.72,1,No
T100397,54,Female,India,Yes,Business,App,10,12,3,Deluxe,Aug,1,245.94,Gym;Breakfast,Early check-in,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",3,No,1017.82,1,Yes
T100398,36,Female,Italy,No,Business,Agent,0,2,1,Suite,May,1,394.87,WiFi;Breakfast;Parking,High floor,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",4,Yes,444.87,0,No
T100399,52,Male,UK,No,Business,App,1,28,3,Standard,Jul,2,144.89,WiFi;Gym;Breakfast;Restaurant,None,Gym;Restaurant,"[Gym, Restaurant]",3,No,494.67,1,No
T100400,18,Male,Canada,Yes,Business,Website,2,10,2,Standard,Dec,1,158.07,WiFi;Gym,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,446.14,1,No
T100401,30,Female,USA,Yes,Business,App,5,5,3,Standard,May,1,115.9,WiFi;Gym;Breakfast,Extra pillows,Room service;Spa;Restaurant;Breakfast,"[Room service, Spa, Restaurant, Breakfast]",3,No,577.7,0,No
T100402,38,Male,Australia,No,Leisure,Agent,0,25,5,Suite,Dec,3,452.78,Pool;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,2423.9,1,No
T100403,38,Female,Germany,Yes,Leisure,App,5,4,6,Standard,Jul,3,142.52,WiFi;Breakfast;Spa;Restaurant;Parking,Early check-in,Room service;Laundry;Spa;Gym;Restaurant,"[Room service, Laundry, Spa, Gym, Restaurant]",3,Yes,1145.12,1,Yes
T100404,32,Female,Germany,Yes,Leisure,App,7,49,5,Suite,Feb,2,401.95,WiFi;Breakfast;Spa;Restaurant,None,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",2,No,2239.75,0,No
T100405,45,Female,USA,Yes,Business,Website,11,1,5,Standard,Jan,1,110.06,WiFi;Gym;Breakfast,None,Room service;Laundry;Restaurant;Mini-bar,"[Room service, Laundry, Restaurant, Mini-bar]",3,No,780.3,0,Yes
T100406,25,Male,Canada,Yes,Leisure,Phone,7,6,3,Standard,May,2,127.34,WiFi;Pool;Gym;Breakfast;Spa;Restaurant;Parking,Late check-out,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,Yes,462.02,0,No
T100407,36,Male,UK,No,Business,Website,1,6,5,Standard,Apr,2,118.13,WiFi;Gym;Breakfast;Parking,None,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,720.65,0,No
T100408,39,Male,Australia,Yes,Business,App,4,15,5,Standard,Nov,1,117.92,WiFi;Gym;Restaurant;Parking,Early check-in,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,809.6,0,Yes
T100409,44,Male,UK,Yes,Leisure,App,12,83,7,Deluxe,Sep,1,206.35,WiFi;Breakfast,Late check-out,Room service;Restaurant,"[Room service, Restaurant]",3,Yes,1554.45,0,No
T100410,46,Female,India,No,Business,Website,2,3,5,Standard,Nov,1,126.56,WiFi;Pool;Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",2,No,792.8,0,No
T100411,24,Male,China,No,Business,App,2,16,7,Standard,Aug,1,158.0,WiFi;Pool;Gym;Breakfast;Restaurant,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,No,1266.0,1,No
T100412,19,Male,India,Yes,Business,Website,8,6,7,Standard,Jun,1,134.6,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,1152.2,1,Yes
T100413,53,Male,USA,Yes,Leisure,App,6,65,6,Deluxe,Apr,1,193.82,WiFi;Pool;Restaurant,Late check-out,Laundry;Breakfast,"[Laundry, Breakfast]",4,Yes,1212.92,0,No
T100414,41,Female,USA,Yes,Leisure,Agent,8,34,5,Deluxe,Aug,2,224.08,WiFi;Pool;Gym,Late check-out,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,No,1200.4,1,No
T100415,29,Female,India,No,Business,Agent,1,14,1,Deluxe,Aug,2,258.28,WiFi;Breakfast,High floor,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,458.28,1,Yes
T100416,56,Male,Italy,No,Leisure,Website,1,7,7,Suite,Jun,3,484.66,WiFi;Pool;Breakfast;Spa;Parking,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,3502.62,1,No
T100417,39,Male,France,No,Business,Agent,0,11,2,Standard,Dec,1,154.15,WiFi;Breakfast,Early check-in,Laundry;Spa,"[Laundry, Spa]",4,Yes,438.3,1,No
T100418,52,Male,USA,No,Business,App,1,20,6,Standard,Aug,2,157.97,WiFi;Breakfast;Parking,Extra pillows,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",4,Yes,1117.82,1,No
T100419,38,Male,India,No,Leisure,Agent,0,14,3,Standard,Nov,1,121.2,WiFi;Pool;Gym,Early check-in,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",3,No,593.6,0,No
T100420,62,Female,USA,No,Leisure,App,0,18,11,Standard,Aug,2,133.0,WiFi;Restaurant,Early check-in,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,Yes,1603.0,1,No
T100421,59,Female,USA,No,Other,App,2,53,8,Standard,May,4,116.67,WiFi;Gym;Spa;Restaurant;Parking,Early check-in,Gym;Breakfast,"[Gym, Breakfast]",3,No,953.36,0,No
T100422,35,Male,Germany,Yes,Business,Phone,5,2,4,Deluxe,Sep,1,181.45,Pool;Gym;Breakfast;Parking,High floor,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,835.8,0,No
T100423,49,Male,Australia,No,Leisure,Agent,0,3,4,Deluxe,Apr,2,213.97,WiFi;Pool;Gym;Restaurant;Parking,High floor,Breakfast,[Breakfast],3,No,925.88,0,Yes
T100424,45,Other,USA,Yes,Leisure,App,10,73,4,Standard,Aug,2,130.12,WiFi;Pool;Gym;Breakfast;Restaurant,Late check-out,Spa;Breakfast,"[Spa, Breakfast]",5,Yes,690.48,1,Yes
T100425,54,Male,UK,Yes,Leisure,Website,8,15,8,Standard,Jun,3,146.65,WiFi;Pool;Breakfast;Spa;Restaurant,High floor,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,No,1333.2,1,Yes
T100426,26,Female,USA,No,Business,Website,1,1,3,Deluxe,Mar,1,184.25,WiFi;Gym;Restaurant,High floor,Gym;Breakfast,"[Gym, Breakfast]",3,No,572.75,0,No
T100427,46,Male,France,Yes,Leisure,App,5,7,4,Suite,Jun,4,432.73,WiFi;Pool;Restaurant,High floor,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",5,Yes,1840.92,1,No
T100428,50,Male,Canada,Yes,Business,Website,4,4,2,Standard,May,1,114.15,WiFi,Late check-out,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",2,Yes,368.3,0,No
T100429,18,Male,USA,No,Business,Website,1,2,2,Standard,Feb,1,121.24,WiFi;Pool;Gym;Breakfast;Parking,None,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,412.48,0,No
T100430,23,Male,UK,No,Business,Agent,3,2,6,Suite,Nov,2,366.01,WiFi;Gym;Parking,Extra pillows,Room service;Laundry;Mini-bar;Breakfast,"[Room service, Laundry, Mini-bar, Breakfast]",3,No,2336.06,0,No
T100431,18,Female,France,No,Business,Website,2,4,3,Suite,Jul,1,491.03,WiFi;Gym;Breakfast,Early check-in,Room service;Laundry;Mini-bar;Breakfast,"[Room service, Laundry, Mini-bar, Breakfast]",2,Yes,1663.09,1,Yes
T100432,34,Male,Canada,Yes,Business,App,3,23,6,Standard,May,1,124.13,WiFi;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Gym;Mini-bar,"[Room service, Laundry, Gym, Mini-bar]",3,No,864.78,0,No
T100433,46,Male,India,No,Leisure,Website,1,53,7,Standard,Jul,2,157.53,WiFi;Pool;Gym;Breakfast;Restaurant,None,Room service;Spa;Gym,"[Room service, Spa, Gym]",3,No,1252.71,1,No
T100434,56,Male,USA,No,Business,Website,0,3,2,Standard,Oct,1,129.59,WiFi;Breakfast;Parking,None,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",3,No,329.18,0,No
T100435,38,Male,USA,No,Leisure,Website,1,33,5,Suite,Jan,3,405.34,Breakfast;Spa;Restaurant,None,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,2236.7,0,Yes
T100436,57,Male,China,No,Business,Website,1,8,5,Standard,Jul,1,152.45,WiFi;Breakfast,None,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",4,Yes,912.25,1,No
T100437,21,Male,India,Yes,Business,Agent,6,5,4,Deluxe,Jul,2,233.45,WiFi;Gym;Breakfast,High floor,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",4,Yes,1153.8,1,Yes
T100438,18,Female,USA,No,Business,Agent,0,5,2,Standard,Dec,2,146.47,WiFi;Breakfast;Parking,Late check-out,Laundry;Spa;Gym;Restaurant,"[Laundry, Spa, Gym, Restaurant]",3,No,532.94,1,Yes
T100439,37,Male,China,Yes,Business,Website,6,4,7,Standard,Jul,2,141.22,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Laundry;Spa;Gym,"[Laundry, Spa, Gym]",4,Yes,1118.54,1,No
T100440,42,Male,USA,No,Business,App,1,2,3,Deluxe,Feb,1,193.48,WiFi;Gym;Breakfast;Parking,High floor,Laundry;Gym;Mini-bar;Breakfast,"[Laundry, Gym, Mini-bar, Breakfast]",2,No,670.44,0,No
T100441,37,Female,Italy,Yes,Business,App,2,4,4,Standard,Jun,1,150.56,WiFi;Gym;Breakfast;Restaurant,Late check-out,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,No,752.24,1,Yes
T100442,18,Male,India,No,Business,Agent,0,6,1,Standard,Aug,1,138.14,WiFi;Breakfast;Restaurant,None,Room service;Breakfast,"[Room service, Breakfast]",2,No,208.14,1,No
T100443,36,Female,USA,Yes,Business,Agent,7,6,4,Standard,Jan,2,117.13,WiFi;Pool;Gym;Breakfast;Restaurant,None,Restaurant;Breakfast,"[Restaurant, Breakfast]",2,No,548.52,0,No
T100444,22,Male,China,Yes,Business,App,5,11,5,Deluxe,Nov,1,194.69,WiFi;Breakfast;Parking,None,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",4,Yes,1223.45,0,Yes
T100445,46,Female,India,No,Business,App,1,4,5,Standard,Jan,1,128.89,WiFi;Parking,High floor,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",2,No,754.45,0,No
T100446,42,Female,Canada,No,Business,Agent,0,9,5,Standard,Jan,1,112.09,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",3,No,710.45,0,Yes
T100447,26,Female,China,No,Leisure,Website,1,61,5,Deluxe,Jan,1,195.26,Pool;Gym;Breakfast;Restaurant;Parking,None,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",3,No,1146.3,0,No
T100448,31,Other,UK,No,Leisure,App,2,21,2,Deluxe,Sep,1,215.51,WiFi;Breakfast;Restaurant,None,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,541.02,0,No
T100449,25,Male,UAE,No,Leisure,Phone,1,14,8,Suite,Jul,2,433.47,WiFi;Pool;Gym;Restaurant,Extra pillows,Room service;Laundry;Spa;Gym;Restaurant,"[Room service, Laundry, Spa, Gym, Restaurant]",5,Yes,3757.76,1,Yes
T100450,37,Female,UK,No,Business,App,0,17,4,Standard,Feb,1,130.75,WiFi;Breakfast,Late check-out,Spa;Gym;Breakfast,"[Spa, Gym, Breakfast]",4,No,693.0,0,Yes
T100451,49,Male,Canada,Yes,Leisure,App,7,13,6,Deluxe,Nov,2,215.96,Pool;Restaurant,Late check-out,Gym;Restaurant,"[Gym, Restaurant]",4,Yes,1405.76,0,Yes
T100452,26,Male,India,No,Leisure,App,1,13,4,Deluxe,Mar,3,196.71,Gym;Breakfast;Restaurant,Late check-out,Room service;Laundry;Gym;Restaurant;Mini-bar,"[Room service, Laundry, Gym, Restaurant, Mini-bar]",3,No,966.84,0,No
T100453,44,Male,China,Yes,Leisure,App,7,40,6,Deluxe,May,3,206.12,WiFi;Pool;Spa,High floor,Restaurant;Breakfast,"[Restaurant, Breakfast]",5,Yes,1316.72,0,No
T100454,31,Male,USA,No,Business,App,2,1,1,Standard,Mar,1,131.79,WiFi;Gym;Restaurant,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,No,281.79,0,Yes
T100455,28,Male,India,No,Leisure,App,2,7,7,Suite,Dec,4,485.28,WiFi;Gym;Breakfast;Spa;Restaurant;Parking,High floor,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",3,Yes,3456.96,1,No
T100456,36,Female,France,Yes,Leisure,App,4,50,5,Standard,Oct,3,110.33,WiFi;Pool;Restaurant;Parking,High floor,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,711.65,0,No
T100457,25,Male,France,No,Business,App,2,6,7,Standard,Sep,1,128.49,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",2,No,1149.43,0,Yes
T100458,31,Female,UK,No,Leisure,Agent,1,21,7,Deluxe,Jan,2,185.37,WiFi;Breakfast;Restaurant;Parking,None,Gym;Restaurant,"[Gym, Restaurant]",4,No,1357.59,0,No
T100459,23,Female,UK,No,Business,Website,1,4,5,Standard,Jul,1,137.01,WiFi;Gym;Breakfast;Parking,Extra pillows,Mini-bar,[Mini-bar],2,No,725.05,1,No
T100460,61,Male,France,Yes,Business,App,4,7,2,Standard,Aug,1,154.76,WiFi;Gym;Breakfast;Restaurant,Extra pillows,Breakfast,[Breakfast],2,No,329.52,1,No
T100461,38,Male,Canada,No,Business,Website,0,17,5,Standard,Jun,1,136.97,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,844.85,1,No
T100462,29,Male,USA,Yes,Leisure,App,4,17,5,Standard,May,3,125.88,WiFi;Pool;Restaurant,None,Gym;Restaurant;Mini-bar,"[Gym, Restaurant, Mini-bar]",4,Yes,729.4,0,No
T100463,40,Male,China,No,Business,Website,1,31,3,Deluxe,Nov,1,197.91,WiFi;Breakfast;Restaurant;Parking,None,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",2,No,703.73,0,No
T100464,36,Male,India,Yes,Business,App,5,7,7,Deluxe,Jan,2,210.39,WiFi;Pool;Restaurant;Parking,None,Room service,[Room service],3,No,1522.73,0,No
T100465,35,Male,France,Yes,Business,Agent,5,2,5,Standard,Aug,2,136.29,WiFi;Gym;Breakfast;Restaurant,None,Restaurant;Breakfast,"[Restaurant, Breakfast]",4,Yes,761.45,1,No
T100466,45,Male,USA,Yes,Business,Website,7,2,5,Standard,Jun,1,141.68,WiFi;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Restaurant,"[Room service, Restaurant]",2,No,818.4,1,No
T100467,47,Female,UK,No,Business,Phone,2,9,4,Deluxe,Aug,1,231.27,Gym;Breakfast,None,Room service;Laundry;Gym;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Mini-bar, Breakfast]",3,Yes,1115.08,1,Yes
T100468,31,Female,Italy,No,Leisure,Phone,0,64,5,Standard,Mar,4,113.98,WiFi;Breakfast;Spa,None,Room service;Breakfast,"[Room service, Breakfast]",3,No,639.9,0,No
T100469,31,Male,USA,Yes,Leisure,Website,12,13,8,Suite,Apr,2,385.15,WiFi;Breakfast;Restaurant;Parking,High floor,Spa;Breakfast,"[Spa, Breakfast]",3,No,3201.2,0,No
T100470,34,Female,China,No,Business,Website,2,2,4,Standard,Aug,2,138.9,WiFi;Gym;Breakfast;Parking,None,Laundry;Mini-bar,"[Laundry, Mini-bar]",2,No,675.6,1,Yes
T100471,18,Male,India,Yes,Business,Phone,5,4,4,Deluxe,Dec,2,261.86,WiFi;Breakfast;Parking,Late check-out,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",2,Yes,1167.44,1,No
T100472,19,Male,India,No,Business,Phone,0,10,4,Standard,Dec,1,144.96,WiFi;Pool;Gym;Breakfast;Restaurant,Late check-out,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,No,719.84,1,No
T100473,54,Female,India,No,Leisure,Website,2,38,5,Standard,Apr,4,119.09,WiFi;Pool;Gym;Breakfast,Extra pillows,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,No,845.45,0,Yes
T100474,57,Male,China,No,Business,Website,1,2,3,Standard,Feb,1,120.08,WiFi;Pool;Breakfast;Spa;Parking,Early check-in,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",2,No,520.24,0,No
T100475,35,Male,USA,No,Business,Website,0,3,6,Deluxe,Aug,1,263.81,WiFi;Breakfast;Parking,Early check-in,Gym;Restaurant,"[Gym, Restaurant]",4,No,1692.86,1,Yes
T100476,44,Other,China,Yes,Business,Phone,12,4,2,Standard,Jun,1,148.42,WiFi;Gym;Breakfast;Restaurant;Parking,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",4,Yes,396.84,1,Yes
T100477,41,Female,France,No,Leisure,Website,0,10,4,Deluxe,Oct,4,208.14,WiFi;Restaurant,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",4,Yes,902.56,0,No
T100478,74,Female,Italy,No,Leisure,App,1,21,12,Standard,Jul,4,138.63,WiFi;Breakfast;Parking,Early check-in,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,1773.56,1,No
T100479,51,Female,USA,No,Leisure,Agent,1,36,4,Standard,Jul,4,143.18,WiFi;Gym;Breakfast;Spa;Restaurant,High floor,Laundry;Spa;Gym;Mini-bar,"[Laundry, Spa, Gym, Mini-bar]",4,Yes,742.72,1,No
T100480,36,Female,USA,Yes,Leisure,Website,6,1,6,Standard,Aug,2,134.9,WiFi;Pool;Spa;Restaurant;Parking,None,Laundry;Gym;Mini-bar;Breakfast,"[Laundry, Gym, Mini-bar, Breakfast]",4,No,899.4,1,No
T100481,26,Male,UK,Yes,Business,App,9,4,4,Standard,Feb,2,124.44,WiFi;Breakfast;Parking,Late check-out,Laundry,[Laundry],3,Yes,527.76,0,No
T100482,18,Male,India,No,Business,Website,0,4,4,Standard,Aug,2,139.52,WiFi;Pool;Gym;Breakfast;Parking,High floor,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",4,Yes,748.08,1,Yes
T100483,40,Male,India,No,Business,Agent,2,3,3,Standard,Jul,2,151.15,WiFi;Breakfast,Late check-out,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,Yes,653.45,1,No
T100484,28,Male,Germany,Yes,Business,Website,3,6,2,Deluxe,Nov,1,188.53,WiFi;Pool;Breakfast;Spa;Parking,Late check-out,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,557.06,0,Yes
T100485,20,Male,USA,Yes,Business,App,6,3,5,Suite,Feb,1,392.28,WiFi;Gym;Breakfast;Parking,None,Spa;Restaurant;Mini-bar,"[Spa, Restaurant, Mini-bar]",4,Yes,2211.4,0,Yes
T100486,30,Male,USA,Yes,Business,App,6,4,6,Deluxe,May,1,198.85,Pool;Gym;Breakfast,None,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",4,No,1413.1,0,Yes
T100487,25,Female,India,No,Business,Website,2,12,3,Standard,Dec,1,134.4,WiFi;Gym;Breakfast;Restaurant;Parking,None,Restaurant;Mini-bar,"[Restaurant, Mini-bar]",3,No,553.2,1,Yes
T100488,58,Female,Germany,No,Leisure,Website,0,34,8,Standard,Jul,4,131.6,Gym;Breakfast,None,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,No,1132.8,1,No
T100489,48,Female,UK,Yes,Leisure,App,1,80,4,Standard,Dec,2,138.73,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,Extra pillows,Room service;Spa;Gym;Restaurant;Breakfast,"[Room service, Spa, Gym, Restaurant, Breakfast]",3,No,784.92,1,No
T100490,37,Male,Germany,Yes,Leisure,Website,4,5,3,Standard,Sep,4,121.08,Breakfast;Spa;Restaurant,Early check-in,Room service;Laundry;Spa;Restaurant;Mini-bar,"[Room service, Laundry, Spa, Restaurant, Mini-bar]",3,No,643.24,0,No
T100491,55,Female,UK,No,Leisure,Agent,1,16,5,Standard,Dec,3,148.4,WiFi;Pool;Gym;Breakfast;Spa;Restaurant;Parking,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,922.0,1,Yes
T100492,38,Male,France,No,Business,Agent,0,10,3,Standard,May,1,118.21,WiFi;Pool;Breakfast;Restaurant;Parking,High floor,Gym;Restaurant,"[Gym, Restaurant]",3,No,414.63,0,No
T100493,27,Female,France,Yes,Leisure,App,10,43,8,Standard,Feb,2,120.01,Pool;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",2,No,1090.08,0,No
T100494,56,Male,UK,Yes,Business,App,4,5,3,Standard,Oct,1,121.04,WiFi;Gym;Breakfast,None,Laundry;Spa,"[Laundry, Spa]",3,No,493.12,0,No
T100495,44,Female,UK,No,Leisure,App,3,37,4,Standard,Oct,1,120.29,WiFi;Breakfast;Restaurant,High floor,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",2,No,631.16,0,No
T100496,25,Male,India,Yes,Business,Agent,12,12,8,Standard,Aug,2,132.2,WiFi;Breakfast;Restaurant,None,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",4,No,1237.6,1,Yes
T100497,35,Female,UK,Yes,Other,App,2,56,6,Standard,Aug,2,141.26,WiFi;Gym;Breakfast;Spa;Restaurant;Parking,None,Laundry;Gym;Restaurant,"[Laundry, Gym, Restaurant]",3,Yes,937.56,1,No
T100498,27,Female,Germany,No,Business,Website,0,7,7,Deluxe,Dec,1,225.81,WiFi;Parking,None,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",2,No,1740.67,1,No
T100499,21,Male,France,No,Business,Website,0,15,4,Standard,Mar,1,120.81,WiFi;Pool;Gym;Breakfast,Late check-out,Spa;Gym;Restaurant;Breakfast,"[Spa, Gym, Restaurant, Breakfast]",2,No,663.24,0,No
T100500,49,Male,Germany,Yes,Leisure,App,11,3,4,Standard,Aug,3,151.43,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,None,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,735.72,1,No
T100501,60,Other,France,Yes,Business,Website,3,6,5,Standard,Jan,1,121.91,WiFi;Gym;Breakfast,High floor,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",3,No,749.55,0,No
T100502,21,Male,India,Yes,Leisure,App,6,44,12,Standard,Mar,2,113.32,Pool;Breakfast;Restaurant,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",2,Yes,1429.84,0,No
T100503,44,Female,USA,Yes,Leisure,Website,6,28,3,Deluxe,Jun,3,225.97,WiFi;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",4,No,877.91,1,No
T100504,30,Female,UAE,No,Leisure,Agent,2,1,5,Standard,Nov,3,108.89,WiFi;Gym;Breakfast;Restaurant,Early check-in,Spa;Gym;Restaurant,"[Spa, Gym, Restaurant]",3,No,704.45,0,No
T100505,32,Male,India,No,Other,Website,2,108,9,Standard,Sep,3,118.23,WiFi;Breakfast;Restaurant;Parking,Late check-out,Room service;Gym;Mini-bar;Breakfast,"[Room service, Gym, Mini-bar, Breakfast]",1,No,1174.07,0,No
